sample_id,color_exists,gray_exists,id_exists,color_shape,color_unique_quantized,color_components,color_small_components,color_holes,gray_shape,gray_unique,gray_components,gray_small_components,gray_holes,id_shape,id_num_classes,id_classes_preview,id_components_global,id_small_components_global,id_holes_global,color_id_presence_mismatch_ratio,status,reasons
LabelMulti_S_82,True,True,True,"(1009, 383)",70,7,0,0,"(1009, 383)",98,136,135,39,"(1009, 383)",0,[],0,0,0,0.06209907180027274,repair,"['gray_noise', 'id_empty', 'color_id_mismatch']"
LabelMulti_S_83,True,True,True,"(882, 251)",64,10,0,1,"(882, 251)",86,183,181,41,"(882, 251)",0,[],0,0,0,0.14075670108680924,repair,"['gray_noise', 'id_empty', 'color_id_mismatch']"
LabelMulti_S_84,True,True,True,"(889, 263)",65,6,0,1,"(889, 263)",84,155,154,32,"(889, 263)",0,[],0,0,0,0.1433618326226332,repair,"['gray_noise', 'id_empty', 'color_id_mismatch']"
LabelMulti_S_85,True,True,True,"(1363, 760)",86,12,0,3,"(1363, 760)",120,233,230,59,"(1363, 760)",0,[],0,0,0,0.05497354905973665,repair,"['too_many_quantized_colors', 'gray_noise', 'id_empty', 'color_id_mismatch']"
LabelMulti_S_87,True,True,True,"(1013, 443)",72,13,0,4,"(1013, 443)",108,250,248,53,"(1013, 443)",0,[],0,0,0,0.09873896679509492,repair,"['gray_noise', 'id_empty', 'color_id_mismatch']"
LabelMulti_S_88,True,True,True,"(1021, 474)",68,8,0,1,"(1021, 474)",92,264,262,60,"(1021, 474)",0,[],0,0,0,0.12565037172954455,repair,"['gray_noise', 'id_empty', 'color_id_mismatch']"
LabelMulti_S_89,True,True,True,"(625, 272)",55,8,0,1,"(625, 272)",96,160,158,42,"(625, 272)",0,[],0,0,0,0.21548823529411765,repair,"['gray_noise', 'id_empty', 'color_id_mismatch']"
LabelMulti_S_90,True,True,True,"(932, 299)",85,8,0,3,"(932, 299)",121,145,141,33,"(932, 299)",0,[],0,0,0,0.09957368625030502,repair,"['too_many_quantized_colors', 'gray_noise', 'id_empty', 'color_id_mismatch']"
LabelMulti_S_91,True,True,True,"(2379, 1236)",99,17,0,0,"(2379, 1236)",139,1056,1048,160,"(2379, 1236)",0,[],0,0,0,0.17992928959027957,repair,"['too_many_quantized_colors', 'gray_noise', 'id_empty', 'color_id_mismatch']"
LabelMulti_S_92,True,True,True,"(627, 344)",88,4,0,3,"(627, 344)",132,143,142,27,"(627, 344)",0,[],0,0,0,0.18704795816178926,repair,"['too_many_quantized_colors', 'gray_noise', 'id_empty', 'color_id_mismatch']"
LabelMulti_S_93,True,True,True,"(1181, 684)",89,15,0,1,"(1181, 684)",129,420,416,105,"(1181, 684)",0,[],0,0,0,0.14639813618154898,repair,"['too_many_quantized_colors', 'gray_noise', 'id_empty', 'color_id_mismatch']"
LabelMulti_S_94,True,True,True,"(3230, 1261)",133,20,0,0,"(3230, 1261)",160,751,739,196,"(3230, 1261)",0,[],0,0,0,0.09156770266852933,repair,"['too_many_quantized_colors', 'gray_noise', 'id_empty', 'color_id_mismatch']"
LabelMulti_S_95,True,True,True,"(3072, 1517)",117,18,0,0,"(3072, 1517)",152,684,674,150,"(3072, 1517)",0,[],0,0,0,0.06807934554218853,repair,"['too_many_quantized_colors', 'gray_noise', 'id_empty', 'color_id_mismatch']"
LabelMulti_S_96,True,True,True,"(2982, 1838)",96,14,0,1,"(2982, 1838)",136,1079,1069,182,"(2982, 1838)",0,[],0,0,0,0.13586488097974864,repair,"['too_many_quantized_colors', 'gray_noise', 'id_empty', 'color_id_mismatch']"
LabelMulti_S_97,True,True,True,"(2662, 1067)",113,17,0,3,"(2662, 1067)",141,537,528,142,"(2662, 1067)",0,[],0,0,0,0.08721060825516819,repair,"['too_many_quantized_colors', 'gray_noise', 'id_empty', 'color_id_mismatch']"
LabelMulti_S_98,True,True,True,"(3080, 1581)",111,16,0,0,"(3080, 1581)",139,1080,1071,183,"(3080, 1581)",0,[],0,0,0,0.1754016856009266,repair,"['too_many_quantized_colors', 'gray_noise', 'id_empty', 'color_id_mismatch']"
